,submarket_name,cbsaid,building_rating_id,Density,Rent,Revenue,rating_bin,Rent_bin
2556,Downtown Port Arthur,13140.0,2,1,20.106046,20.106046,Low,Low Quality Expensive
2558,Downtown Portland,38860.0,2,28,20.3369,569.4331999999999,Low,Low Quality Expensive
2564,Downtown Prescott MF,39140.0,2,26,19.79043570269638,514.551328270106,Low,Low Quality Less Expensive
2567,Downtown Raleigh,39580.0,2,18,24.449339,440.088102,Low,Low Quality Expensive
2572,Downtown Rapid City MF,39660.0,2,10,17.15086477902104,171.50864779021038,Low,Low Quality Less Expensive
2576,Downtown Roanoke,40220.0,2,25,15.402336,385.0584,Low,Low Quality Less Expensive
2581,Downtown Rock Island,19340.0,2,4,14.516341,58.065364,Low,Low Quality Less Expensive
2583,Downtown Rome,46540.0,2,5,13.390007,66.950035,Low,Low Quality Less Expensive
2585,Downtown SLO,42020.0,2,32,30.005763,960.184416,Low,Low Quality Expensive
2591,Downtown Salinas,41500.0,2,11,23.31861,256.50471,Low,Low Quality Expensive
2594,Downtown Salisbury MF,41540.0,2,14,16.270404254635228,227.7856595648932,Low,Low Quality Less Expensive
2597,Downtown San Jose,41940.0,2,51,36.192262,1845.805362,Low,Low Quality Expensive
2602,Downtown Santa Fe MF,42140.0,2,37,28.416268036436463,1051.4019173481493,Low,Low Quality Expensive
2605,Downtown Savannah,42340.0,2,15,22.314115,334.711725,Low,Low Quality Expensive
2608,Downtown Schenectady,10580.0,2,11,14.382229,158.204519,Low,Low Quality Less Expensive
2618,Downtown Southbank,27260.0,2,20,18.647981,372.95962000000003,Low,Low Quality Less Expensive
2621,Downtown Springfield MF,44100.0,2,13,16.08126902788526,209.05649736250837,Low,Low Quality Less Expensive
2625,Downtown St Petersburg,45300.0,2,32,22.395716,716.662912,Low,Low Quality Expensive
2629,Downtown Statesboro MF,44340.0,2,8,13.777949855499955,110.22359884399964,Low,Low Quality Less Expensive
2632,Downtown Tallahassee,45220.0,2,19,18.903983,359.175677,Low,Low Quality Less Expensive
2641,Downtown Terre Haute MF,45460.0,2,11,18.0474207580933,198.52162833902628,Low,Low Quality Less Expensive
2643,Downtown Texarkana AR MF,45500.0,2,1,21.347415141389476,21.347415141389476,Low,Low Quality Expensive
2644,Downtown Texarkana TX MF,45500.0,2,1,17.90248667796222,17.90248667796222,Low,Low Quality Less Expensive
2646,Downtown Traverse City MF,45900.0,2,25,19.745175186882374,493.6293796720594,Low,Low Quality Less Expensive
2649,Downtown Troy,10580.0,2,10,14.642176,146.42176,Low,Low Quality Less Expensive
2653,Downtown Tucson,46060.0,2,31,19.389462,601.0733220000001,Low,Low Quality Less Expensive
2657,Downtown Waco MF,47380.0,2,13,15.179368474658224,197.3317901705569,Low,Low Quality Less Expensive
2664,Downtown Wausau MF,48140.0,2,3,17.58373143954774,52.75119431864322,Low,Low Quality Less Expensive
2669,Downtown Wichita Falls MF,48660.0,2,4,15.82938739592826,63.31754958371304,Low,Low Quality Less Expensive
2672,Downtown Wilson MF,48980.0,2,7,13.493283840793463,94.45298688555424,Low,Low Quality Less Expensive
2675,Downtown Wooster MF,49300.0,2,5,13.774964931946327,68.87482465973163,Low,Low Quality Less Expensive
2681,Downtown Yuma MF,49740.0,2,10,19.816130564185144,198.16130564185144,Low,Low Quality Less Expensive
2688,Downtown/E St District,31460.0,2,1,15.974659,15.974659,Low,Low Quality Less Expensive
2692,DuBois,20180.0,2,9,17.555082624431883,157.99574361988695,Low,Low Quality Less Expensive
2694,Dublin,18140.0,2,59,18.836586,1111.358574,Low,Low Quality Less Expensive
2698,Dublin,20140.0,2,6,15.523549097497042,93.14129458498226,Low,Low Quality Less Expensive
2700,Dublin,36084.0,2,25,27.876031,696.9007750000001,Low,Low Quality Expensive
2706,Duluth,20260.0,2,4,18.817778041476238,75.27111216590495,Low,Low Quality Less Expensive
2712,Dumas,20300.0,2,1,20.092097079384935,20.092097079384935,Low,Low Quality Expensive
2713,Duncan,20340.0,1,5,14.393642371865765,71.96821185932882,Low,Low Quality Less Expensive
2717,Dunn,20380.0,2,17,16.192623882692597,275.27460600577416,Low,Low Quality Less Expensive
2719,Dupont,42660.0,2,1,38.126666,38.126666,Low,Low Quality Expensive
2722,Dupont Circle,47900.0,2,31,44.847386,1390.268966,Low,Low Quality Expensive
2726,Durango,20420.0,2,8,20.66339200317753,165.30713602542025,Low,Low Quality Expensive
2728,Durant,20460.0,2,2,21.139808896429308,42.279617792858616,Low,Low Quality Expensive
2733,Dutch Fork/Irmo,17900.0,2,33,18.447268,608.759844,Low,Low Quality Less Expensive
2737,Dyersburg,20540.0,2,1,16.564391199904527,16.564391199904527,Low,Low Quality Less Expensive
2742,E Cass County,36540.0,2,1,15.750595,15.750595,Low,Low Quality Less Expensive
2751,E Ottawa Cnty/Hudsonville,24340.0,2,17,15.724906,267.323402,Low,Low Quality Less Expensive
2754,E Outer Albany County,10580.0,2,45,15.282292,687.70314,Low,Low Quality Less Expensive
2757,E Outlying Fresno County,23420.0,2,8,16.082397,128.659176,Low,Low Quality Less Expensive
2763,E Pierce County,42660.0,2,10,25.707256,257.07256,Low,Low Quality Expensive
2768,E Tudor/Abbott-35,11260.0,2,3,23.407568,70.22270400000001,Low,Low Quality Expensive
2780,East,12420.0,2,50,35.99143,1799.5715,Low,Low Quality Expensive
2784,East,15380.0,2,51,14.905194,760.164894,Low,Low Quality Less Expensive
2788,East,16860.0,2,14,19.050641,266.708974,Low,Low Quality Less Expensive
2792,East,17460.0,2,24,16.63284,399.18816000000004,Low,Low Quality Less Expensive
2795,East,18140.0,2,104,17.514225,1821.4794,Low,Low Quality Less Expensive
2799,East,21340.0,2,90,18.31457,1648.3113,Low,Low Quality Less Expensive
2801,East,28940.0,2,6,16.20628,97.23768,Low,Low Quality Less Expensive
2803,East,30700.0,2,20,16.112248,322.24496,Low,Low Quality Less Expensive
2812,East,46140.0,2,10,14.332315,143.32315,Low,Low Quality Less Expensive
2815,East Ames MF,11180.0,2,4,15.601849198861165,62.40739679544466,Low,Low Quality Less Expensive
2827,East Charlotte,16740.0,2,74,19.047015,1409.4791099999998,Low,Low Quality Less Expensive
2830,East Christian County,44180.0,2,2,16.992667,33.985334,Low,Low Quality Less Expensive
2832,East Cobb,12060.0,2,137,17.38141,2381.25317,Low,Low Quality Less Expensive
2835,East Columbia Corridor,38900.0,2,9,21.828893,196.460037,Low,Low Quality Expensive
2838,East County,41740.0,2,139,25.322167,3519.781213,Low,Low Quality Expensive
2847,East End,38300.0,2,53,17.192566,911.2059979999999,Low,Low Quality Less Expensive
2851,East End,38860.0,2,6,19.793397,118.76038199999999,Low,Low Quality Less Expensive
2861,East Fayetteville,22180.0,2,3,17.098097,51.294291,Low,Low Quality Less Expensive
2862,East Feliciana Parish,12940.0,2,2,17.840021,35.680042,Low,Low Quality Less Expensive
2864,East Granby,25540.0,2,6,19.468974,116.81384399999999,Low,Low Quality Less Expensive
2865,East Grand Forks MF,24220.0,2,3,16.06965299378607,48.208958981358215,Low,Low Quality Less Expensive
2867,East Greenwich,39300.0,2,16,19.321656,309.146496,Low,Low Quality Less Expensive
2869,East Hampden,19740.0,2,50,16.659113,832.9556500000001,Low,Low Quality Less Expensive
2873,East Hampton/East Haddam,25540.0,2,5,16.176398,80.88199,Low,Low Quality Less Expensive
2875,East Hartford,25540.0,2,16,18.126101,290.017616,Low,Low Quality Less Expensive
2879,East Haven,35300.0,2,4,17.3912,69.5648,Low,Low Quality Less Expensive
2882,East Hollywood/Silver Lake,31084.0,2,56,38.747265,2169.84684,Low,Low Quality Expensive
2892,East Islands/Mt Pleasant,16700.0,2,81,28.65847,2321.3360700000003,Low,Low Quality Expensive
2896,East Jackson County,28140.0,2,119,16.09436,1915.2288400000002,Low,Low Quality Less Expensive
2899,East LA County Outlying,31084.0,2,1,27.283152,27.283152,Low,Low Quality Expensive
2908,East Lexington/Fayette,30460.0,2,57,16.496239,940.285623,Low,Low Quality Less Expensive
2917,East Moline,19340.0,2,4,14.192872,56.771488,Low,Low Quality Less Expensive
2919,East Naples,34940.0,2,31,23.293212,722.089572,Low,Low Quality Expensive
2923,East Northeast Ft Worth,19100.0,2,53,19.406234,1028.530402,Low,Low Quality Less Expensive
2927,East Oahu,46520.0,2,7,41.956671,293.696697,Low,Low Quality Expensive
2930,East Oklahoma County,36420.0,2,18,16.352326,294.34186800000003,Low,Low Quality Less Expensive
2934,East Orange,11244.0,2,56,27.316122,1529.702832,Low,Low Quality Expensive
2936,East Outlying,10740.0,2,5,14.897085,74.485425,Low,Low Quality Less Expensive
2939,East Pender County,48900.0,2,10,18.595595,185.95595,Low,Low Quality Less Expensive
2943,East Providence,39300.0,2,27,17.414358,470.187666,Low,Low Quality Less Expensive
2946,East Raleigh,39580.0,2,14,22.747065,318.45891,Low,Low Quality Expensive
2949,East Rogers,22220.0,2,27,15.554664,419.975928,Low,Low Quality Less Expensive
2951,East Sacramento,40900.0,2,21,22.304068,468.38542800000005,Low,Low Quality Expensive
2953,East San Jose-Willow Glen,41940.0,2,61,39.380568,2402.2146479999997,Low,Low Quality Expensive
2956,East Side,43900.0,2,16,15.911889,254.590224,Low,Low Quality Less Expensive
2960,East Tallahassee,45220.0,2,36,15.922915,573.22494,Low,Low Quality Less Expensive
2967,East Toledo/Oregon,45780.0,2,9,14.624872,131.623848,Low,Low Quality Less Expensive
2969,East Tucson,46060.0,2,26,19.299535,501.78790999999995,Low,Low Quality Less Expensive
2974,East Windsor,25540.0,2,6,19.693398,118.16038799999998,Low,Low Quality Less Expensive
2975,Eastern Calhoun County,12980.0,2,2,14.718002,29.436004,Low,Low Quality Less Expensive
2982,Eastern Monmouth,35614.0,2,148,21.680461,3208.708228,Low,Low Quality Expensive
2986,Eastern Morris,35084.0,2,20,20.070612,401.41224,Low,Low Quality Expensive
2988,Eastern Muskegon County,34740.0,1,2,17.330925,34.66185,Low,Low Quality Less Expensive
2995,Eastern Outlying,45300.0,2,45,19.208601,864.3870450000001,Low,Low Quality Less Expensive
2999,Eastern SFV,31084.0,2,103,27.191839,2800.759417,Low,Low Quality Expensive
3003,Eastern SGV,31084.0,2,239,26.8979,6428.5981,Low,Low Quality Expensive
3007,Eastern Suffolk,35004.0,2,51,30.541447,1557.613797,Low,Low Quality Expensive
3010,Eastgate/Anderson Twp,17140.0,2,39,14.841664,578.824896,Low,Low Quality Less Expensive
3017,Eastside,21780.0,2,62,13.662512,847.075744,Low,Low Quality Less Expensive
3020,Eastside,36500.0,2,33,19.674257,649.250481,Low,Low Quality Less Expensive
3022,Eastside Athens MF,12020.0,2,4,16.29348967060751,65.17395868243004,Low,Low Quality Less Expensive
3024,Eastwood Park MF,33500.0,2,1,15.604347570352889,15.604347570352889,Low,Low Quality Less Expensive
3025,Eau Claire,20740.0,2,25,15.337881505279105,383.44703763197765,Low,Low Quality Less Expensive
3027,Edgefield County,12260.0,2,2,15.744207,31.488414,Low,Low Quality Less Expensive
3030,Edgewood/South County,26900.0,2,66,15.784972,1041.808152,Low,Low Quality Less Expensive
3041,Edmonds/Lynnwood,42660.0,2,59,27.567349,1626.473591,Low,Low Quality Expensive
3047,Effingham,20820.0,2,5,15.885739700098094,79.42869850049047,Low,Low Quality Less Expensive
3048,Effingham County,42340.0,2,8,18.6652,149.3216,Low,Low Quality Less Expensive
3054,El Campo,20900.0,2,3,18.974558240647074,56.923674721941225,Low,Low Quality Less Expensive
3057,El Centro,20940.0,2,19,23.12574966954561,439.3892437213666,Low,Low Quality Expensive
3059,El Dorado,20980.0,2,9,15.628205443083669,140.653848987753,Low,Low Quality Less Expensive
3067,El Paso,21340.0,2,7,22.954120194776372,160.6788413634346,Low,Low Quality Expensive
3072,Elbert County,19740.0,2,4,19.910546,79.642184,Low,Low Quality Less Expensive
3075,Elizabeth City,21020.0,2,21,17.599295698712368,369.5852096729597,Low,Low Quality Less Expensive
3078,Elizabethtown-Fort Knox,21060.0,2,28,13.21887865213614,370.12860225981194,Low,Low Quality Less Expensive
3080,Elk City,21120.0,1,1,13.445508452542173,13.445508452542173,Low,Low Quality Less Expensive
3085,Elkhart-Goshen,21140.0,2,4,8.243655862336011,32.974623449344044,Low,Low Quality Less Expensive
3086,Elkins,21180.0,2,1,18.536602794873218,18.536602794873218,Low,Low Quality Less Expensive
3088,Elko,21220.0,2,13,21.466397952669766,279.06317338470694,Low,Low Quality Expensive
3090,Ellensburg,21260.0,2,4,20.52309088297302,82.09236353189208,Low,Low Quality Expensive
3092,Ellett-Jennelle MF,13980.0,2,3,19.29471529121292,57.88414587363876,Low,Low Quality Less Expensive
3095,Ellicott City,12580.0,2,39,20.555233,801.654087,Low,Low Quality Expensive
3098,Ellis County,19100.0,2,25,24.554845,613.871125,Low,Low Quality Expensive
3101,Elmira,21300.0,2,15,18.10761344610724,271.6142016916086,Low,Low Quality Less Expensive
3104,Elmwood/Harahan,35380.0,2,15,15.859997,237.899955,Low,Low Quality Less Expensive
3107,Emeryville,36084.0,2,13,37.587186,488.633418,Low,Low Quality Expensive
3116,Enfield,25540.0,2,14,20.219811,283.077354,Low,Low Quality Expensive
3119,Enid,21420.0,2,12,14.420283885271651,173.0434066232598,Low,Low Quality Less Expensive
3121,Enos Park MF,44100.0,2,1,14.973806889208955,14.973806889208955,Low,Low Quality Less Expensive
3123,Ensley/N Brent,37860.0,2,8,15.862144,126.897152,Low,Low Quality Less Expensive
3126,Enterprise,21460.0,2,5,13.968513713470388,69.84256856735195,Low,Low Quality Less Expensive
3129,Erie,21500.0,2,2,16.31055588094913,32.62111176189826,Low,Low Quality Less Expensive
3132,Erie County,41780.0,2,21,13.574658,285.067818,Low,Low Quality Less Expensive
3137,Escondido,41740.0,2,59,22.858652,1348.660468,Low,Low Quality Expensive
3140,Espańola,21580.0,2,10,16.159766498031455,161.59766498031456,Low,Low Quality Less Expensive
3143,Essen/Bluebonnet,12940.0,2,105,20.304255,2131.9467750000003,Low,Low Quality Expensive
3147,Essex/Gloucester,14460.0,2,11,20.484437,225.32880699999998,Low,Low Quality Expensive
3152,Etowah County,23460.0,2,26,13.777491,358.214766,Low,Low Quality Less Expensive
3154,Eufaula,21640.0,2,2,13.555022025600001,27.110044051200003,Low,Low Quality Less Expensive
3156,Eugene,21660.0,2,6,21.434170490484796,128.60502294290876,Low,Low Quality Expensive
3160,Eureka-Arcata-Fortuna,21700.0,2,35,17.816833416461986,623.5891695761695,Low,Low Quality Less Expensive
3162,Eureka/Crescent City HOS,21700.0,2,6,14.915592742266472,89.49355645359884,Low,Low Quality Less Expensive
3165,Evans/Martinez,12260.0,2,31,15.926382,493.717842,Low,Low Quality Less Expensive
3167,Evanston,21740.0,2,1,20.57805771930828,20.57805771930828,Low,Low Quality Expensive
3172,Everett CBD,42660.0,2,31,23.813599,738.221569,Low,Low Quality Expensive
3180,FM 1960/Champions,26420.0,2,46,17.894242,823.1351319999999,Low,Low Quality Less Expensive
3190,Fairbanks,21820.0,2,4,29.51540055207977,118.06160220831909,Low,Low Quality Expensive
3196,Fairfax City,47900.0,2,103,22.19338,2285.91814,Low,Low Quality Expensive
3200,Fairfax/Mt. Lookout,17140.0,2,35,18.031178,631.09123,Low,Low Quality Less Expensive
3204,Fairfield,14860.0,2,41,29.279381,1200.454621,Low,Low Quality Expensive
3208,Fairfield County,17900.0,2,3,18.4696,55.4088,Low,Low Quality Less Expensive
3210,Fairfield County,18140.0,2,32,17.941478,574.127296,Low,Low Quality Less Expensive
3214,Fairfield/Suisun City,46700.0,2,31,20.558582,637.316042,Low,Low Quality Expensive
3217,Fairhaven MF,13380.0,2,4,24.58540907706029,98.34163630824116,Low,Low Quality Expensive
3223,Fairmont,21860.0,2,3,15.365762796319553,46.09728838895866,Low,Low Quality Less Expensive
3225,Fairmont,21900.0,2,11,13.702311220463416,150.72542342509757,Low,Low Quality Less Expensive
3227,Fallon,21980.0,2,3,18.642542,55.927626,Low,Low Quality Less Expensive
3230,Falls Church,47900.0,2,51,22.273055,1135.9258049999999,Low,Low Quality Expensive
3240,Far North Hamilton Cnty,26900.0,2,25,16.354976,408.87440000000004,Low,Low Quality Less Expensive
3243,Far Northeast,12420.0,2,14,31.487144,440.820016,Low,Low Quality Expensive
3246,Far Northeast Heights,10740.0,2,86,16.860623,1450.013578,Low,Low Quality Less Expensive
3249,Far Northwest,12420.0,2,49,32.523649,1593.658801,Low,Low Quality Expensive
3253,Far Northwest,16980.0,2,152,15.978161,2428.680472,Low,Low Quality Less Expensive
3267,Far South Johnson Cty,26900.0,2,16,15.601627,249.626032,Low,Low Quality Less Expensive
3274,Far West End,40060.0,2,21,17.37029,364.77609,Low,Low Quality Less Expensive
3281,Faribault-Northfield,22060.0,2,14,19.1177491617562,267.64848826458683,Low,Low Quality Less Expensive
3283,Farmersvle/Exeter/Lindsay,47300.0,2,1,15.391059,15.391059,Low,Low Quality Less Expensive
3287,Farmington,22140.0,2,17,16.735952771891107,284.5111971221488,Low,Low Quality Less Expensive
3289,Farmington,25540.0,2,29,21.539113,624.634277,Low,Low Quality Expensive
3296,Faulkner County,30780.0,2,44,14.16123,623.09412,Low,Low Quality Less Expensive
3299,Fauquier County/Vint Hill,47900.0,2,39,22.87978,892.31142,Low,Low Quality Expensive
3304,Fayette County,38300.0,2,22,14.233537,313.137814,Low,Low Quality Less Expensive
3307,Fayette/Coweta County,12060.0,2,162,17.417445,2821.62609,Low,Low Quality Less Expensive
3310,Fayetteville,22180.0,2,1,19.897889716458423,19.897889716458423,Low,Low Quality Less Expensive
3315,Federal Way/Auburn,42660.0,2,60,24.929898,1495.7938800000002,Low,Low Quality Expensive
3318,Fenton,41180.0,2,14,19.114909,267.608726,Low,Low Quality Less Expensive
3321,Fergus Falls,22260.0,2,8,16.72990603706176,133.83924829649408,Low,Low Quality Less Expensive
3323,Ferry Pass/N Pensacola,37860.0,2,57,18.370616,1047.125112,Low,Low Quality Less Expensive
3338,Findlay,22300.0,2,2,14.472670970011812,28.945341940023624,Low,Low Quality Less Expensive
3346,Fitchburg/Leominster,49340.0,2,21,15.59537,327.50277,Low,Low Quality Less Expensive
3348,Fitzgerald,22340.0,2,1,12.88869597915392,12.88869597915392,Low,Low Quality Less Expensive
3353,Flagstaff,22380.0,2,16,25.058083643043627,400.92933828869803,Low,Low Quality Expensive
3356,Flint,22420.0,2,127,15.395317,1955.205259,Low,Low Quality Less Expensive
3360,Florence,22500.0,2,66,13.730588102027118,906.2188147337898,Low,Low Quality Less Expensive
3363,Florence-Muscle Shoals,22520.0,2,18,16.535104286707217,297.6318771607299,Low,Low Quality Less Expensive
3366,Florida/Airline,12940.0,2,78,15.215422,1186.802916,Low,Low Quality Less Expensive
3368,Flour Bluff/Padre Island,18580.0,2,3,16.23891,48.71673,Low,Low Quality Less Expensive
3373,Fond du Lac,22540.0,2,12,13.921632,167.059584,Low,Low Quality Less Expensive
3381,Forest Acres,17900.0,2,27,17.835085,481.54729499999996,Low,Low Quality Less Expensive
3384,Forest City,22580.0,2,16,14.889007974643551,238.22412759429682,Low,Low Quality Less Expensive
3387,Forest Park/West,17140.0,2,87,14.84344,1291.3792799999999,Low,Low Quality Less Expensive
3389,Forrest City,22620.0,2,7,15.41697326360397,107.91881284522779,Low,Low Quality Less Expensive
3390,Fort Collins,22660.0,2,2,22.080437631298963,44.160875262597926,Low,Low Quality Expensive
3394,Fort Collins/Loveland,22660.0,2,165,20.938016,3454.77264,Low,Low Quality Expensive
3397,Fort Dodge,22700.0,2,4,13.999364080228839,55.997456320915354,Low,Low Quality Less Expensive
3399,Fort Hill MF,31340.0,2,2,13.81374049079689,27.62748098159378,Low,Low Quality Less Expensive
3401,Fort Lauderdale,22744.0,2,153,23.587873,3608.944569,Low,Low Quality Expensive
3405,Fort Lauderdale-Pompano Beach-Deerfield Beach,22744.0,2,54,24.133752277318457,1303.2226229751966,Low,Low Quality Expensive
3408,Fort Leonard Wood,22780.0,2,1,15.907507920000002,15.907507920000002,Low,Low Quality Less Expensive
3410,Fort Morgan,22820.0,2,3,20.142443084572093,60.42732925371628,Low,Low Quality Expensive
3411,Fort Payne,22840.0,2,9,15.149648513952984,136.34683662557686,Low,Low Quality Less Expensive
3413,Fort Pierce,38940.0,2,24,16.287733,390.90559199999996,Low,Low Quality Less Expensive
3416,Fort Polk South,22860.0,1,2,17.349820476253836,34.69964095250767,Low,Low Quality Less Expensive
3421,Fort Wayne,23060.0,2,7,14.772736007716674,103.40915205401672,Low,Low Quality Less Expensive
3428,Fountain Valley,11244.0,2,20,23.641065,472.8213,Low,Low Quality Expensive
3431,Fowler/Selma,23420.0,2,3,16.118779,48.356336999999996,Low,Low Quality Less Expensive
3433,Fox Hill,47260.0,2,5,15.210392,76.05196000000001,Low,Low Quality Less Expensive
3436,Framingham/Natick,14460.0,2,90,17.465985,1571.93865,Low,Low Quality Less Expensive
3439,Frankfort,23140.0,2,2,15.704744927196213,31.409489854392426,Low,Low Quality Less Expensive
3441,Frankfort,23180.0,2,38,12.898899035208292,490.1581633379151,Low,Low Quality Less Expensive
3445,Franklin County,24640.0,2,6,15.878987,95.273922,Low,Low Quality Less Expensive
3448,Franklin County,39580.0,2,11,19.703172,216.73489199999997,Low,Low Quality Less Expensive
3451,Franklin County,41180.0,2,23,15.826654,364.013042,Low,Low Quality Less Expensive
3454,Frederick,47900.0,2,100,22.215453,2221.5453,Low,Low Quality Expensive
3458,Frederick County,49020.0,2,15,16.171486,242.57229,Low,Low Quality Less Expensive
3461,Fredericksburg,23240.0,2,11,17.92191598914396,197.14107588058357,Low,Low Quality Less Expensive
3463,Fredericksburg City,47900.0,2,57,21.822204,1243.865628,Low,Low Quality Expensive
3466,Freeport,23300.0,2,3,15.00979667901095,45.029390037032854,Low,Low Quality Less Expensive
3468,Freight House District,28140.0,2,31,19.546983,605.9564730000001,Low,Low Quality Less Expensive
3472,Fremont,23340.0,2,11,13.48795370614035,148.36749076754387,Low,Low Quality Less Expensive
3474,Fremont,23380.0,2,1,14.17690510453903,14.17690510453903,Low,Low Quality Less Expensive
3476,Fremont,36084.0,2,49,31.745644,1555.536556,Low,Low Quality Expensive
3479,Fresno,23420.0,2,17,23.875368586467147,405.8812659699415,Low,Low Quality Expensive
3489,Ft Wash/Spring House,37980.0,2,35,20.539702,718.8895699999999,Low,Low Quality Expensive
3497,Fullerton,11244.0,2,55,25.307423,1391.908265,Low,Low Quality Expensive
3499,Fulton County,24100.0,2,2,18.219478,36.438956,Low,Low Quality Less Expensive
3500,Fulton County,45780.0,1,4,14.341576,57.366304,Low,Low Quality Less Expensive
3505,Fultondale,13820.0,2,13,16.720112,217.361456,Low,Low Quality Less Expensive
3509,GW Bridge,35614.0,2,95,25.456047,2418.324465,Low,Low Quality Expensive
3512,Gadsden,23460.0,2,4,14.324780772729172,57.29912309091669,Low,Low Quality Less Expensive
3517,Gainesville,23540.0,2,22,19.548847949997878,430.0746548999533,Low,Low Quality Less Expensive
3520,Gainesville,23580.0,2,3,18.977982693648006,56.93394808094402,Low,Low Quality Less Expensive
3523,Gainesville,23620.0,2,3,18.1298620595107,54.3895861785321,Low,Low Quality Less Expensive
3526,Gainesville/Hall County,23580.0,2,85,14.969791,1272.432235,Low,Low Quality Less Expensive
3534,Galesburg,23660.0,2,8,14.754222974358612,118.0337837948689,Low,Low Quality Less Expensive
3544,Garden City,23780.0,2,6,15.292973428042131,91.75784056825279,Low,Low Quality Less Expensive
3547,Garden Grove,11244.0,2,54,22.741176,1228.023504,Low,Low Quality Expensive
3551,Garland,19100.0,2,52,20.053732,1042.794064,Low,Low Quality Expensive
3554,Gaston County,16740.0,2,100,14.657283,1465.7283,Low,Low Quality Less Expensive
3558,Gateway,38900.0,2,27,23.036563,621.987201,Low,Low Quality Expensive
3560,Gateway,45300.0,2,61,18.845004,1149.545244,Low,Low Quality Less Expensive
3567,Geauga County,17460.0,2,26,15.877761,412.821786,Low,Low Quality Less Expensive
3570,Gem County,14260.0,2,3,14.690868,44.072604,Low,Low Quality Less Expensive
3571,Gentilly/St Claude,35380.0,2,4,17.644772,70.579088,Low,Low Quality Less Expensive
3574,Georgetown,12420.0,2,48,30.401569,1459.275312,Low,Low Quality Expensive
3578,Georgetown,23860.0,2,38,21.1681228198797,804.3886671554285,Low,Low Quality Expensive
3584,Georgia Northeast HOS,18460.0,2,5,14.249674682251664,71.24837341125831,Low,Low Quality Less Expensive
3586,Georgia Northeast HOS,45740.0,2,1,16.9725362688,16.9725362688,Low,Low Quality Less Expensive
3593,Gig Harbor/W Pierce Co,42660.0,2,32,24.421485,781.48752,Low,Low Quality Expensive
3596,Gillette,23940.0,2,4,15.882290459628218,63.52916183851287,Low,Low Quality Less Expensive
3599,Gilroy,41940.0,2,20,31.457208,629.14416,Low,Low Quality Expensive
3602,Glasgow,23980.0,2,2,16.523554605724183,33.047109211448365,Low,Low Quality Less Expensive
3604,Glastonbury,25540.0,2,30,20.282192,608.4657599999999,Low,Low Quality Expensive
3612,Glendale,31084.0,2,134,31.363615,4202.72441,Low,Low Quality Expensive
3619,Glens Falls,24020.0,2,3,16.142347072346773,48.42704121704032,Low,Low Quality Less Expensive
3632,Gloucester,47260.0,2,9,14.718416,132.465744,Low,Low Quality Less Expensive
3635,Gloucester County,37980.0,2,68,18.721814,1273.0833519999999,Low,Low Quality Less Expensive
3646,Goldsboro,24140.0,2,39,15.517004392586733,605.1631713108826,Low,Low Quality Less Expensive
3649,Gonzalez/SW Santa Rosa,37860.0,2,9,17.317671,155.859039,Low,Low Quality Less Expensive
3651,Goochland,40060.0,2,8,18.287898,146.303184,Low,Low Quality Less Expensive
3656,Grady County,36420.0,2,7,14.845933,103.921531,Low,Low Quality Less Expensive
3667,Grand Forks,24220.0,2,12,17.912682038771507,214.95218446525809,Low,Low Quality Less Expensive
3670,Grand Haven/Ferrysburg,24340.0,2,30,17.090197,512.70591,Low,Low Quality Less Expensive
3672,Grand Island,24260.0,2,9,16.39422370339839,147.5480133305855,Low,Low Quality Less Expensive
3682,Grand Rapids,24330.0,2,3,18.61404488206274,55.842134646188214,Low,Low Quality Less Expensive
3685,Grand Rapids-Wyoming,24340.0,2,32,13.803944226752655,441.72621525608497,Low,Low Quality Less Expensive
3687,Grandview/Sunnyside,49420.0,2,1,18.043108,18.043108,Low,Low Quality Less Expensive
3689,Grandview/Upper Arlington,18140.0,2,65,17.569508,1142.01802,Low,Low Quality Less Expensive
3692,Grant County,17140.0,2,3,14.408467,43.225401,Low,Low Quality Less Expensive
3694,Grant County,30780.0,2,2,16.019314,32.038628,Low,Low Quality Less Expensive
3695,Grants,24380.0,2,3,16.443161240156474,49.329483720469426,Low,Low Quality Less Expensive
3699,Great Bend,24460.0,2,3,14.98388790248905,44.95166370746715,Low,Low Quality Less Expensive
3700,Great Falls,24500.0,2,9,13.973899973620767,125.76509976258691,Low,Low Quality Less Expensive
3703,Great Falls,47900.0,2,9,29.920048,269.280432,Low,Low Quality Expensive
3706,Greater Albany,10580.0,2,24,13.996377,335.913048,Low,Low Quality Less Expensive
3709,Greater Ashland,26580.0,2,2,14.491114,28.982228,Low,Low Quality Less Expensive
3711,Greater Baton Rouge N,12940.0,2,7,15.124023,105.868161,Low,Low Quality Less Expensive
3714,Greater Brownsville,15180.0,2,23,18.627686,428.436778,Low,Low Quality Less Expensive
3718,Greater Buffalo,15380.0,2,14,13.801479,193.220706,Low,Low Quality Less Expensive
3722,Greater CBD,17820.0,2,53,18.161644,962.5671319999999,Low,Low Quality Less Expensive
3725,Greater Charleston,16620.0,2,27,15.651301,422.585127,Low,Low Quality Less Expensive
3729,Greater Columbus,17980.0,2,85,16.793779,1427.471215,Low,Low Quality Less Expensive
3732,Greater Davenport,19340.0,2,25,15.925688,398.1422,Low,Low Quality Less Expensive
